id,codice_archivio,tipologia,titolo,sottotitolo,prima_responsabilita,altre_responsabilita,luogo,edizione,ente,serie,anno,descrizione,cdd,soggetto,note
197,2003.03,LIBRO,Imago Virginis,Leggere l'arte della Chiesa,Mario Lorenzoni,"Roberto Guerrini, Manola Bilenchi, Cristina Fucecchi, Fabio Gabrielli, Silvia Giorgi, Meri Raspini",Siena,"Industria grafica Pistolesi, Editrice Il Leccio",Opera della Metropolitana,Quaderni dell'Opera,2003,225 p. : Ill. ; 24 cm,700.945581,Arte - Arte sacra ,"Della serie ""Itinerari e proposte""; 0003"
621,1996.08,LIBRO,Elenco degli artisti senesi,,Assessorato alla Cultura del Comune di Siena,,Siena,Ufficio Stampa del Comune di Siena,,,1996,108 p. ; 20 cm,709.45581,Arte - Artisti,
1803,1993.18,LIBRO,"Francesco di Giorgio e il Rinascimento a Siena, 1450-1500 :","[Siena, Chiesa di sant’Agostino, 25 aprile - 31 luglio 1993]",a cura di Luciano Bellosi,,Milano,Electa,,,1993,555 p. : ill. ; 28 cm,709.2,Arte - Esposizioni,
1833,2006.26,LIBRO,La passione e l'arte ,"Cesare Brandi e Luigi Magnani collezionisti [Siena, Complesso museale di Santa Maria della Scala, Palazzo Squarcialupi, 8 dicembre 2006/11 marzo 2007]  ", a cura di Lucia Fornari Schianchi e Anna Maria Guiducci ,,Torino,Umberto Allemandi & C.,,,2006,278 p. : ill. ; 31 cm ,709.4 ,Arte - Esposizioni,Vol. 1.: Opere dal 15. al 17. secolo. - 2006. - 81 p. Vol. 2.: Opere dal 14. al 18. secolo. - 2009. - 72 p. Vol. 3.: Opere dal 14. al 18. secolo. - 2009. -85 p.
176,1988.02,LIBRO,Siena tra purismo e liberty,,Comune di Siena,,Milano - Roma,Arnoldo Mondadori Edizioni - De Luca edizioni d'arte,,,1988,341 p. : ill. ; 30 cm,709.4558,Arte - Esposizioni,Catalogo della mostra tenuta a Siena nel 1988 presso i Magazzini del Sale
1752,2005.27,LIBRO,"Siena & Roma : Raffaello, Caravaggio e i protagonisti di un legame antico",,,,Siena,Protagon Editori,,,2005,597 p. : ill. ; 30 cm,709.94558,Arte - Esposizioni,
1834,2006.31,LIBRO,Capolavori da Siena (Moistrovine iz Siene),Dal gotico al rinascimento,"catalogo a cura di Anna Maria Guiducci, Felicia Rotundo, Andrej Smrekar]",,Ljubljana,Narodna galerija,,,2006,117 p. : ill. ; 27 cm,709.94558,Arte - Esposizioni,Catalogo della mostra omonima
1396,1999.16,LIBRO,Anno Domini 2000,un viaggio nel tempo dal 1000 al 1500,[fotografie: Pepi Merisio ; presentazione e testi: Riccardo Maisano],,Roma,ECRA,,Italia della nostra gente,1999,256 p. : ill. ; 32 cm,709.45,Arte - Italia,
253,2006.15,LIBRO,"Lorenzo Vecchietta ""Pittor de lo Spedale""",Le principali opere di committenza del Santa Maria della Scala,Enrico Toti,,Siena,Protagon Editore,,,2006,31 p. : ill. ; 24 cm,759.5,Arte - Ospedale di Santa Maria della Scala,
280,1986.02.03,LIBRO,Da Sodoma a Marco Pino,Pittori a Siena nella prima metà del '500,Sricchia Santoro Fiorella,Angelini Alessandro,Firenze,Ed. S.P.E.S.,,Collezione Chigi Saracini ; 003,1988,"220 p., [32] c. di tav. : in gran parte ill. ; 29cm",759.5581,Arte - Pittura Senese - Collezione d'arte Chigi Saracini,
282,1991.01,LIBRO,Da Sodoma a Marco Pino,addenda,Fiorella Sricchia Santoro,"Andrea De Marchi , Michele Maccherini",Firenze,ed. S.P.E.S.,Banca Monte dei Paschi di Siena,Collezione Chigi Saracini,1991,95 p. : ill. ; 29 cm,759.55.81,Arte - Pittura senese - Collezione d'arte Chigi Saracini,"Parte della serie ""Collezione Chigi Saracini"""
276,1986.02.01,LIBRO,Sassetta e i pittori toscani tra il XIII e il XV secolo,,"Luciano Bellosi , Alessandro Angelini",,Firenze,S.P.E.S.,Banca Monte dei Paschi di Siena,Collezione Chigi Saracini ; 001,1986,67 p. : ill. ; 29cm,759.55,Arte - Pittura senese - Sassetta - Collezione d'arte Chigi Saracini,
1758,1965.05,LIBRO,Taddeo di Bartolo,,Sibilla Symeonides ; prefazione di Enzo Carli,,Siena,Accademia senese degli Intronati,,Monografie d’arte senese ; 0007,1965,"IX, 271 p., [92] p. di tav. di cui 1 ripieg. : ill. ; 25 cm",759.5581,Arte - Pittura senese -Taddeo di Bartolo,
615,1998.12,LIBRO,Gian Lorenzo Bernini e i Chigi tra Roma e Siena,,Angelini Alessandro,Montanari Tomaso,Cinisello Balsamo (MI),Amilcare Pizzi,Monte dei Paschi di Siena,,1998,491 p. : ill. ; 33 cm,709.2,Arte - Scultura,In custodia. Volume 1 di n.2 volumi.
283,1986.02.04.01,LIBRO,La Scultura,"Bozzetti in terracotta, piccoli marmi e altre sculture dal XIV secolo al XX secolo",Gentilini Giancarlo,Sisi Carlo,Firenze,Ed. S.P.E.S.,,Collezione Chigi Saracini ; 004,1989,"2 v. (XXX, 558 p., [19] c. di tav.) : in gran parte ill. ; 30cm",730.945,Arte - Scultura - Collezione d'arte Chigi Saracini,
382,1980.06,LIBRO,Gli scultori senesi,,Enzo Carli,,Milano,Gruppo Editoriale Electa,Monte dei Paschi,,1980,250 p. : ill. ; 32x32cm,730.94558,Arte - Scultura senese,
368,1994.10,LIBRO,"Drappi, velluti, taffettà et altre cose",Antichi tessuti a siena e nel suo territorio,Ciatti Marco,,Siena,Nuova Immagine Editrice,,,1994,272p. :ill. ; 31 cm,746.094558,Arte - Tessuti - Siena - Esposizioni,"Catalogo della mostra omonima tenuta a Siena, nella Chiesa di Sant' Agostino, dal 31 maggio al 31 luglio 1994"
1835,1996.19,LIBRO,Storia dell'oreficeria e dell'arte tessile in Toscana ,dal Medioevo all'età moderna,Giuseppe Cantelli,,Firenze,Fotolito Toscana,Banca Toscana,,1996,316 p. : ill. ; 28 cm,746.0945,Arte - Tessuti - Siena - Esposizioni,
1276,CON.BRU.1996.01,PUBBLICAZIONE_DI_CONTRADA,I^ mostra-concorso I giovani e la città,riservata agli studenti degli Istituti d'Arte della Toscana,Nobil Contrada del Bruco,,Siena,Tipografia Senese,,,1996,70 p. : ill. ; 24 cm,709.455,Arte - Toscana - Esposizioni,
1496,1942.03,LIBRO,Breve degli speziali (1356-1542),,[a cura di Giovanni Cecchini e Giulio Prunai],,Siena,Reale Accademia degli Intronati,,Statuti volgari senesi ; 0001,1942,"LIII, 126 p. ; 30 cm",338.009022,Arte degli speziali - Statuti,
952,1982.12,LIBRO,Guerre e assoldati,In toscana 1260-1364,"Lionello G. Boccia , Mario Scalini (a cura di )",,Firenze,Spes,Fondazione Museo Stibbert,,1982,196 p. : ill. ; 24 cm,385.0330455,Arte e scienze militari - Esposizioni,
1084,1982.14,LIBRO,Il gotico a Siena,"miniature, pitture, oreficerie, oggetti d’arte : Siena, Palazzo Pubblico, 24 luglio-30 ottobre 1982",,,Firenze,Centro Di,,,1982,457 p. : ill. ; 23 cm,709.455809022,Arte gotica - Esposizioni,
198,2006.08,LIBRO,Forte Fortuna,Leggere l'arte della Chiesa,Mario Lorenzoni,"Guerrini Roberto, Galli Letizia, Leoncini Alessandro, Marchetti Mino, Mussolin Mauro, Pertici Petra, Roncucci Silvia, Sensini Claudia, Vigni Luca",Siena,"Industria grafica Pistolesi, Editrice Il Leccio",,Quaderni dell'Opera,2006,1: [fasc. 1.] - 307 p. 2: [fasc. 2.] - p. 312 - 566 : Ill. ; 25 cm,704.94820945581,Arte sacra,
1836,2006.03,LIBRO,Il quadrato magico del Sator , il segreto dei maestri costruttori,Maria Grazia Lopardi,,Roma,Edizioni Mediterranee,,,2006,138 p. : ill. ; 21x21 cm,291.37,Arte sacra,Simbolismo religioso - Misteri - Templari
191,1998.01,LIBRO,La ricerca delle origini,Leggere l' arte della Chiesa,[ a cura di Senio Bruschelli],"Franco Biliorsi , Andrea Brogi , Marilena Caciorgna , Rodolfo Funari",Monteriggioni (SI),Editrice Il Leccio,Opera della Metropolitana di Siena,Quaderni dell'Opera,1998,144 p. : Ill. ; 24cm,704.9482094558; 726.60945581,Arte sacra - Siena - Duomo,
1012,2013.10,LIBRO,Artemio Franchi,Un genio del calcio con il Palio nel sangue,Antonella Leoncini,,Siena,Betti Editrice,Chianti Banca,,2013,228 p. : ill. ; 24 cm,796.334092,Artemio Franchi,"Fa parte della serie ""Protagonisti e Momenti"". Con il patrocinio della Fondazione MPS di Siena."
1377,1936.05,LIBRO,In memoria di Arturo Viligiardi,commemorazione,Antonio Lombardi,,Siena,Tip. Excooperativa,Società di Esecuzioni di Pie Disposizioni,,1936,17 p. ; 8°,759.5,Arturo Viligiardi,"Commemorazione fatta dal presidente della Società di Esecuzioni di Pie Disposizioni
La Contrada possiede 2 copie"
1644,1938.05,LIBRO,Commemorazione di Arturo Viligiardi,,Innocenzo Cappa,,Siena,Micat in Vertice,,,1938,"50 p., [1] c. di tav. : 1 ritr. ; 25 cm",709.2,Arturo Viligiardi - Congressi,Discorso pronunciato nel Salone Chigi Saracini di Siena la sera del 22 ottobre 1937 per la Commemorazione di Arturo Viligiardi
214,1864.01,LIBRO,Gli Assempri di Fra Filippo da Siena,leggende del secolo 14. : testo di lingua inedito tratto da un codice autografo della Libreria Comunale di Siena e pubblicato per cura del D. F. C. Carpellini,Filippo da Siena,"Carpellini, Carlo Francesco",Siena,Gati,,,1864,"XXXII, 250 p. ; 16 cm",,Assempri - Fra Filippo,Serie: Piccola antologia senese dall’edito e dall’inedito ;
128,2011.05,LIBRO,Io un ragazzo dell'oratorio,L'Oratorio di via del Sole di Siena fra storia e ricordi,"[a cura di Antonio Basili , Roberto Brizzi, Marcello Cortigiani , Gian Carlo Meacci, Armando Santini , Antonio Tiezzi]",,Siena,Tipografia Senese,,,2011,202 p. : ill. ; 30cm,259.20945581,Assistenza Religiosa - Siena,"Il volume ricostruisce uno dei momenti più gloriosi della scultura a Siena, periodo nel corso del quale fu abbandonato a causa della pesta del 1348 il cantiere per la costruzione della Cattedrale di Siena"
1680,2005.24,LIBRO,Associazione Nazionale Carabinieri sezione di Siena,Nell' 80° della sua costituzione 1925 - 2005,Associazione Nazionale Carabinieri sezione di Siena,,Siena,Tipografia Senese,,,2005,111 p. : ill. ; 30 cm,,Associazione  Nazionale Carabinieri - Siena,
352,2003.06,LIBRO,Cento dieci e lode,L'Associazione di Pubblica Assistenza a Siena dal 1893 al 2003,Giuliano Catoni (coordinatore),"Mario Cataldo, Achille Mirizio, Alessandro Orlandini, Daniele Pasquinucci, Francesca Vannozzi, Laura Vigni",Siena,Editrice Artegrafica Centrooffset,Comune di Siena e Fondazione Monte dei Paschi di Siena,,2003,198 p. : ill. ; 34 cm,361.7630945581,Associazione Pubblica Assistenza,Sull’occhietto ed in cop.: Domenica 1983-2003
248,2006.14,LIBRO,Le botteghe di Siena,Primo censimento delle attività commerciali ed artigianali di rilievo storico e di tradizione,Comune di Siena,"Martino Dei , Letizia Galli , Maria Pia Rossi , Graziella Di Leo , Società cooperativa Zelig",Siena,Comune di Siena,Comune di Siena,,2006,207 p. : ill. ; 24 cm,306.489,Attività economiche  - Censimenti,"Edito in occasione delle mostre ""Pio II la città e le arti. La rinascita della scultura: ricerca e restauri"", ""Matteo Di Giovanni. Cronaca di una strage dipinta"" tenute a Siena a Palazzo Squarcialupi 23 giugno - 8 ottobre 2006."
317,1986.03,LIBRO,Archivio dell'Azienda Autonoma di Turismo di Siena,,Moscadelli Stefano,Catoni Giuliano,Siena,Azienda autonoma di turismo,,,1986,119 p. ; 23 cm,016.381459145581,Azienda autonoma di turismo - archivi - inventari,
326,1984.03,LIBRO,Testimonianze di una presenza,Azienda Autonoma di Turismo di Siena 1928-1984,Riccardo Benucci,,Siena,Stima Editore,Azienda Autonoma di Turismo,,1984,67 p. : ill. ; 24 cm,338.4791,Azienda Autonoma di Turismo - Iniziative - Mangia,
1742,1931.08,LIBRO,I bagni senesi di Petriolo nel medioevo,,G. Venerosi Pesciolini,,Siena,Editrice d'Arte La Diana,,,1931,30 p. : ill. ; 32 cm,,Bagni di Petriolo,Estratto del fascicolo II anno VI della Diana
996,1923.01,LIBRO,Per Baldassarre Peruzzi,I Senesi nel XVII Agosto MCMXXIII,Pietro Rossi,,Siena,stabilimento Tipografico all' insegna di San Bernardino,,,1923,58 p. : ill. ; 25 cm,720.924,Baldassarre Peruzzi,"La contrada possiede 2 copie
Sulla copertina, di una delle due copie, dedica autografa: ""Onorando Signor Priore della Contrada Sovrana dell' Istrice, Siena, Omaggio del Comitato""

Anno XVI N° I - II"
202,1936.03,LIBRO,In onore di Baldassarre Peruzzi,,Virgilio Grassi,Augusto Pacini,Siena,"Società Senese degli ""Amici dei Monumenti""",,,1936,26p. : ill. 25cm,,Baldassarre Peruzzi - Architettura,
685,1981.03,LIBRO,Baldassarre Peruzzi architetto,5. centenario della nascita di Baldassarre Peruzzi,,Baldassarre Peruzzi,Sovicille,Comune di Sovicille,,,1981,194 p. : ill. ; 31 cm,720.94509031,Baldassarre Peruzzi - Architettura - Esposizioni,"Pubbl. edita in occasione della Mostra tenuta, nel 1981 , ad Ancaiano (Sovicille), dal 20 luglio al 20 Agosto, ed a Siena, dal 9 al 30 settembre
 	In cop.: 1481-1981 Baldassarre Peruzzi, 20 luglio-20 agosto, Ancaiano-Sovicille (Siena), commemorazione 5. centenario della nascita"
1723,1981.16,LIBRO,Taccuino S IV 7 detto di Baldassarre Peruzzi della Biblioteca Comunale di Siena,,,,Sovicille,,Comune di Sovicille,,1981,"1 cartella (IX, 61 c. sciolte) ; 34 cm",741.945,Baldassarre Peruzzi - Esposizioni,"Pubbl. in occasione di una Mostra tenuta, nel 1981, ad Ancaiano (Sovicille), dal 20 luglio al 30 agosto, e Siena, dal 9 al 30 settembre .
Ed. 984 di 2000 esempl. Num."
763,1981.07,LIBRO,"Taccuino S IV 7, detto di Baldassarre Peruzzi, della Biblioteca comunale di Siena",centenario della nascita di Baldassarre Peruzzi,Comune di Sovicille,Sodi Fiorenzo,Sovicille,Comune di Sovicille,Comune di Sovicille - Assessorato alla Cultura,,1981,"1 cartella (IX, 61 c. sciolte) ; 34 cm",741.945,Baldassarre Peruzzi - Esposizioni,"Ed. di 2000 esempl. num. Pubbl. in occasione di una Mostra tenuta, nel 1981, ad Ancaiano (Sovicille), dal 20 luglio al 30 agosto, e Siena, dal 9 al 30 settembre"
370,1997.07,LIBRO,Storia della più antica banda musicale senese,,Luigia Cellesi,Duccio Balestracci,Siena,Industria Grafica Pistolesi,,,1997,"31, 93 p. : ill. ; 24 cm",785.0670945581,Banda musicale senese - Storia,Sul front.: associazione ricerche archeologiche Siena.
456,1997.12,LIBRO,Storia della più antica banda musicale senese,,Cellesi Luigia,,Siena,Industria Grafica Pistolesi,,,1997,93 p : ill. ; 24 cm,785.0670945581,Banda Musicale Senese - Storia,All'interno del frontespizio vi è una dedica dell'autore Borgianni al contradaiolo Giovanni Bartoli che ha donato questo libro alla Contrada
91,2010.06,LIBRO,Il Fiero Podestà,Fabio Bargagli Petrucci e il patrimonio di Siena,Giuliano Catoni,,Siena,"Fondazione Monte dei Paschi di Siena, Protagon Editori",,Protagonisti e Momenti,2010,178. p: ill; 20 cm.,945.5810915092,Bargagli Petrucci,"Il libro tratta l'analisi dell'architettura di Siena con particolare interesse verso le opere del duecento e trecento. Descrive le torri, casetorri, fonti, porte urbane, palazi pubblci e privati, con particolare attenzione al volto esterno degli edifici."
1654,1895.04,LIBRO,Una chiacchierata di più sulla facciata del S. Francesco in Siena,,Pietro Rossi,,Siena,Stab. Tipografico Nava,,,1895,27 p. ; 21 cm,,Basilica di S. Francesco,
734,1971.04,LIBRO,L'arte nella Basilica di San Francesco a Siena,,Enzo Carli,,Siena,U. Periccioli Siena,,,1971,"39 p., [1] c.d tav.[114] p. d tav. :  ill. ; 34 cm",726.50945581,Basilica di San Francesco,Miracolo Eucaristico nella Basilica di San Francesco a Siena.
1837,1894.03,LIBRO,Notizie intorno ai restauri artistici fatti nel tempio di S. Francesco in Siena dal 1883 al 1894,,Jader Bertini,,Siena,Tipografia editrice S. Bernardino,,,1894,26 p. ; 23 cm,726.50945581,Basilica di San Francesco,
1838,1836.02,LIBRO,La sconfitta di Montaperto ,narrazione storica tratta da un antico manoscritto con note,Domenico Aldrobrandini,,Siena,presso Onorato Porri,,,1836,36 p. ; 24 cm,,Battaglia di Montaperti,
502,1983.04,LIBRO,La milizia dei Comuni e la battaglia di Monteaperti,,Maria Ludovica Lenzi,,Montepulciano (SI),Editori del Grifo,,Quaderni,1983,31 p. ; 21 cm,945.585043,Battaglia di Montaperti,
330,2004.01,LIBRO,Il libro di Montaperti,,Cesare Paoli,,Firenze,Firenze Libri,,Memorie italiane studi e testi,2004,484 p. ; 30 cm,945.585043,Battaglia di Montaperti,"Al libro è allegato un cd con le canzoni citate nel volume.
IL libro e il CD sono contenuti in un cofanetto."
464,2004.08,LIBRO,La battaglia di Pievasciata e lo scempio di Montaperti,,Carlo Bellugi,,San Quirico d'Orcia,Editrice DonChisciotte,,,2004,166 p. : ill. ; 24 cm,945.585043,Battaglia di Montaperti,Fotyo di Andrea e Fabio Lensini
1750,2005.25,LIBRO,Montaperti,la battaglia del 1260 tra Firenze e Siena e il castello ritrovato,Alberto Colli,"saggio di Mario Ascheri ; con un testo di Robert Davidsohn, nella traduzione di Luise Hoffmann e la collaborazione di Rodolfo Funari",Firenze,Aska,,,2005,143 p. : ill. ; 30 cm,945.585,Battaglia di Montaperti,
1760,2011.17,LIBRO,Oltre la vittoria,Siena 1260 il popolo di Montaperti,Lorenzo Bordoni,,Siena,,,,2011,213 p. ; 21 cm,945.585043,Battaglia di Montaperti,
404,2002.09,LIBRO,La sconficta di Monte Aperto,,"Politi, Ambrosio Catarino <1483-1553>",Alessandro Leoncini,Siena,Betti Editrice ; Giuseppe Ciaccheri Editore,,,2002,[54] c. di tav. : ill. ; 21 cm,945.585043,Battaglia di Montaperti,Si tratta di comedie in vernacolo senese scritte da Tambus
244,1961.02,LIBRO,La Battaglia di Monteaperti,Da una cronaca senese del secolo XIII,Ente provinciale per il Turismo,,Siena,Tipografia Senese,,,1961,32 p. ; 17 cm,945.585043,Battaglia di Montaperti,Libretto edito in occasione del 700simo anniversario della Battaglia di Montaperti. Dono del Seggio 2014.
1573,1950.07,LIBRO,La canzone di Montaperti,,Armando Vannini,,Siena,Tip. All'insegna dell'Ancora,,,,7 p. ; 20 cm,,Battaglia di Montaperti,Non si conosce l'anno di pubblicazione
157,1985.01,LIBRO,Monteaperti & zone limitrofe,,Roberto Prestigi,Daniele Magrini,Siena,il Leccio,,,1985,136 p. : Ill. ; 24 cm,945.585043,Battaglia di montaperti -  Libri per ragazzi,Presentazione di Paolo Maccherini. Donazione. Con dedica di Daniele Magrini a Augusto
1466,1961.05,LIBRO,Montaperti,l’amorosa leggenda di Medusa : affresco epico in cinque atti,Grifonetto Latini (Ugo Travagliati),,Verona,Edizioni Grifo,,,1961,"XI, 213 p. ; 21 cm",852.914,Battaglia di Montaperti - Teatro,
1619,1975.07,LIBRO,Anna Maria Taigi,Amore e sacrificio ; storia di una mamma,Gerardo Antignani,,Siena,Edizioni Cantagalli,,,1975,126 p. ; 18 cm,282.092,Beata Anna Maria Taigi,
1459,1986.14,LIBRO,Ambrogio Sandesoni,grande senese nelle vicende politiche e religiose d’ Europa,Sergio Volpi,,Siena,Edizioni Cantagalli,,,1986,55 p. : ill. ; 21 cm,271.202,Beato Ambrogio Sansedoni,Con dedica autografa dell'Autore Don Sergio Volpi Correttore della Contrada della Lupa.
1487,1928.04,LIBRO,Il giglio di Siena : Vita del Beato Francesco Patrizi dei Servi di Maria,,Eugenio Maria Poletti,,Firenze,Tipografia san Davite,,,1928,"XII, 160 p. ; 19 cm",,Beato Francesco Patrizi,
1564,1967.08,LIBRO,Il B. Giovanni Colombini,Lettera pastorale per il 6° centenario della sua morte (1367-1967),Mario J. Castellano,,Siena,Edizioni Cantagalli,Arcidiocesi di Siena,,1967,7 p. ; 25 cm,282.092,Beato Giovanni Colombini,
72,2014.02,LIBRO,Cento anni di libri,"la biblioteca di Bellisario Bulgarini e della sua famiglia, circa 1550-1660",Danesi Daniele,,Ospedaletto (PI),Pacini Editore,Regione Toscana,,2014,384 p.; 30 cm,027.1,Bellisario Bulgarini,
1385,1984.15,LIBRO,La Bufalata del 20 Ottobre 1632,nelle incisioni di Bernardino Capitelli,"[a cura di Patrizia Bonaccorso , Piero Pallassini , Roberto Barzanti]",,Siena,EDISIENA,,,1984,"15 p., [8] c. di tav. ; 24 cm",769.94558,Bernardino Capitelli,Copertina di VITA DI BENEDETTO
